productNum,productAcctNum,prodAcctType,acctid,acctPwd,branchNum,memo,openDate,optId,Flag,AttachAcctId,ThirdSystemId,AttachThirdSystemId,ChannelNum,isSupportALGO,isSupportInterALGO,isDSAOrderFlag,isWorkOrderFlag,StrategyTypeList
31,42,1,000020220427,,9,,20220427000000,99990,0,,2401,,0,Y,Y,N,N,
32,43,0,000020220225,,9,,20220420000000,99990,0,,2401,,0,Y,Y,N,N,
33,44,0,000020220226,,9,,20220420000000,99990,0,,2401,,0,Y,Y,N,N,
34,45,0,000020220228,,3,,20220420000000,99990,0,,22,,0,Y,Y,N,N,
35,46,0,000020220229,,3,,20220420000000,99990,0,,22,,0,Y,Y,N,N,
36,47,3,000020220230,,3,,20220420000000,99990,0,,22,2401,0,Y,Y,N,N,
37,48,0,000000000997,Wulkke75gLFd6WOVPH1Arg==,5,,20220420000000,99990,0,,2302,,0,Y,Y,N,N,
38,49,0,000000001026,pMT5J2tckMZiogRD6dWDiw==,5,,20220420000000,99990,0,,2302,,0,Y,Y,N,N,
39,50,3,000000220216,9wEhe5xE2upUzWkh2cghYA==,5,,20220420000000,99990,0,,2302,,0,Y,Y,N,N,
40,51,0,TESTB,,3,,20220616000000,99990,0,,22,,0,Y,Y,N,N,
40,51,1,TESTB1,,3,,20220616000000,99990,0,,22,,0,Y,Y,N,N,
31,53,0,000020220224,,9,,20220628000000,99990,0,,2401,,0,Y,Y,N,N,
33,54,0,000020220227,,9,,20220420000000,99990,0,,2401,,0,Y,Y,N,N,
42,56,3,ylcs2001,Vi6UUa2r7mIq4cMZq7uhng==,9,,20220420000000,99990,0,,2401,2401,0,Y,Y,N,N,
43,58,3,ylcs2002,,1,,20220420000000,99990,0,,2301,,0,Y,Y,N,N,
44,59,0,000000000111,zT0hkVDpDwtXUpg5re7Jgg==,5,,20220425000000,99990,0,,2302,,0,Y,Y,N,N,
44,59,1,000000000113,zT0hkVDpDwtXUpg5re7Jgg==,5,,20220425000000,99990,0,,2302,,0,Y,Y,N,N,
45,60,1,000020220416,,2,,20220420000000,99990,0,,2201,,0,Y,Y,N,N,
46,62,0,000000000974,uTrTJID5chKTi/CGfL1F4Q==,5,,20220420000000,99990,0,,2302,,0,Y,Y,N,N,
46,62,1,000000000976,uTrTJID5chKTi/CGfL1F4Q==,5,,20220420000000,99990,0,,2302,,0,Y,Y,N,N,
47,64,0,ylcs2003,,9,,20220420000000,99990,0,,2401,,0,Y,Y,N,N,
48,66,0,ylcs2004,,1,,20220929000000,99990,0,,2301,,0,Y,Y,N,N,
49,67,3,202205181798,rATjWZT+FYeyZuSHkEQPgw==,11,,20220518000000,99990,0,,2406,,0,Y,Y,N,N,
50,68,0,7700000421,,1,,20220421102639,99990,1,,2301,,1,N,N,N,N,
51,69,1,000000008686,,2,,20220421000000,99990,0,,2201,,0,Y,Y,N,N,
52,70,0,000000001998,G17gQSm7Kh2jSXp0K3kfQg==,1,,20220421111800,99990,1,,2301,,1,N,N,N,N,
53,71,0,000020220420,DcC60AKReclNg4GHbvfjZg==,9,,20220801000000,99990,0,,2401,,0,Y,Y,N,N,
15,72,1,000000054323,,2,,20220422000000,99990,0,,2201,,0,Y,Y,N,N,
54,74,1,000000054321,,2,,20220422000000,99990,0,,2201,,0,Y,Y,N,N,
54,74,0,000000012345,,1,,20220422000000,99990,0,,2301,,0,Y,Y,N,N,
23,79,0,890111000001,TSZKuYxEY18nT3fkjVckLg==,8,,20220424000000,99990,0,,2303,,0,Y,Y,N,N,
58,81,0,7700000424,haFdRNU4jKGzJ2EpiaCTIg==,1,,20220424135825,99990,1,,2301,,1,N,N,N,N,
59,82,0,890111000003,6c0jB8fvgU809rHLw8f+SQ==,8,,20220425164428,99990,1,,2303,,1,N,N,N,N,
60,83,3,TEST2,kUnpAcDIlhFuwyX61sXLUQ==,11,,20220426000000,99990,0,,2406,3004,0,Y,Y,N,N,
61,84,0,000000023456,,9,,20220427000000,99990,0,,2401,,0,Y,Y,N,N,
62,85,3,000000034567,,3,,20220427000000,99990,0,,22,,0,Y,Y,N,N,
63,86,3,000000045678,,5,,20220427000000,99990,0,,2302,,0,Y,Y,N,N,
65,88,0,100000012345,,3,,20220428000000,99990,0,,22,,0,Y,Y,N,N,
66,89,0,199800000000,HkF39F/l+jz7jgGMPCXSGA==,13,,20220428145416,99990,1,,2305,,1,N,N,N,N,
67,90,0,000000007329,961cgYzdktzh92zjHODwmg==,13,,20220428170023,99990,1,,2305,,1,N,N,N,N,
68,91,0,ycfk01,G17gQSm7Kh2jSXp0K3kfQg==,1,,20220429102259,99990,1,,2301,,1,N,N,N,N,
69,92,0,890111000004,vGnBvnCR1nJul/3HnivjQw==,13,,20220705000000,99990,1,,2305,,0,Y,Y,N,N,
70,93,1,194978,Z/tz6kEqoGYP+jQ8hO8AWaxvMjMrRUR3a+B0PVNGdME=,6,,20220429000000,99990,0,,2202,,0,Y,Y,N,N,
71,95,0,112233445566,zUmLjxj/mWrPl1jErEWjfQ==,1,,20220430000000,99990,0,,2301,,0,Y,Y,N,N,
72,97,0,ylcs2005,,14,,20220504000000,99990,0,,2701,,0,Y,Y,N,N,
73,99,3,ylcs2006,,9,,20220504000000,99990,0,,2401,2401,0,Y,Y,N,N,
74,101,3,ylcs2007,,1,,20220504000000,99990,0,,2301,,0,Y,Y,N,N,
75,102,0,000000007733,u+7aFccqdfGZcQWIdQEGBA==,15,,20220506181152,99990,1,,2306,,1,N,N,N,N,
76,103,0,000000008712,wjeKG+S7Axa2VuUQtueXXg==,15,,20220506181741,99990,1,,2306,,1,N,N,N,N,
77,104,3,202205091797,,3,,20220509000000,99990,0,,22,,0,Y,Y,N,N,
77,105,0,202205091798,,9,,20220509000000,99990,0,,2401,,0,Y,Y,N,N,
77,106,3,202205091796,,3,,20220509000000,99990,0,,22,,0,Y,Y,N,N,
78,107,0,202205101799,,9,,20220510000000,99990,0,,2401,,0,Y,Y,N,N,
79,108,3,202205101798,,3,,20220510000000,99990,0,,22,,0,Y,Y,N,N,
80,109,3,202205101797,,3,,20220510000000,99990,0,,22,,0,Y,Y,N,N,
81,110,0,000621923342,,13,,20220511140230,99990,1,,2305,,1,N,N,N,N,
82,111,0,A00621923342,2bBg6GpcJNGzlEpEsaFQjg==,15,,20220511140604,99990,1,,2306,,1,N,N,N,N,
83,112,0,000621923342,IhdIVkfS/npmfu93MvDAQw==,15,,20220511140810,99990,1,,2306,,1,N,N,N,N,
84,113,0,000020220511,Y3dfPCzFKNLSZptjJdSJSw==,1,,20220511000000,99990,0,,2301,,0,Y,Y,N,N,
29,114,3,202204191792,HVl7eNfnJelwa67oJ8gO7Z3zWHIPJ4wHwCjcyDuVPKI=,5,,20220516000000,99990,0,,2302,,0,Y,Y,N,N,
85,115,0,000020220517,,3,,20220524000000,99990,0,,22,,0,Y,Y,N,N,
85,115,1,000020220518,,3,,20220524000000,99990,0,,22,,0,Y,Y,N,N,
86,116,1,000020220520,,2,,20220524000000,99990,0,,2201,,0,Y,Y,N,N,
86,116,0,000020220519,,1,,20220524000000,99990,0,,2301,,0,Y,Y,N,N,
87,117,0,000020220521,,3,,20221011000000,99990,0,,22,,0,Y,Y,N,N,
87,117,1,000020220522,,3,,20221011000000,99990,0,,22,,0,Y,Y,N,N,
88,118,3,000020220523,,3,,20220524000000,99990,0,,22,,0,Y,Y,N,N,
88,118,1,000020220524,,3,,20220524000000,99990,0,,22,,0,Y,Y,N,N,
89,119,1,000020220526,,2,,20220524000000,99990,0,,2201,,0,Y,Y,N,N,
89,119,3,000020220525,,1,,20220524000000,99990,0,,2301,,0,Y,Y,N,N,
90,120,0,000020220527,Op0kkeRURWnrIz8dW2IKQw==,3,,20220524000000,99990,0,,22,,0,Y,Y,N,N,
91,121,1,000020220528,,3,,20220524000000,99990,0,,22,,0,Y,Y,N,N,
92,122,0,000020220529,,1,,20220524000000,99990,0,,2301,,0,Y,Y,N,N,
93,123,1,000020220530,,2,,20220524000000,99990,0,,2201,,0,Y,Y,N,N,
94,124,0,000020220531,,3,,20220524000000,99990,0,,22,,0,Y,Y,N,N,
95,125,3,000020220532,,3,,20220524000000,99990,0,,22,,0,Y,Y,N,N,
96,126,3,000020220533,,1,,20220524000000,99990,0,,2301,,0,Y,Y,N,N,
97,127,0,100000023456,YCxZOZ3qHym02aWUF1uJVw==,9,,20220525000000,99990,0,,2401,,0,Y,Y,N,N,
98,128,3,100000034567,Cuzci1tx83ttiTxRNr9XjQ==,3,,20220525000000,99990,0,,22,,0,Y,Y,N,N,
99,129,3,100000045678,3IA9nRVeR00HDCQz2a/JJg==,5,,20220525000000,99990,0,,2302,,0,Y,Y,N,N,
100,130,3,900200560,Hada/AGoibgnfpMGja4KEg==,16,,20220526000000,99990,0,,2403,,0,Y,Y,N,N,
100,131,3,900200560,Hada/AGoibgnfpMGja4KEg==,16,,20220526000000,99990,0,,2403,,0,Y,Y,N,N,
101,132,0,77000000526,sB9ugMiwSIDsCLXlyY57aA==,1,,20220722000000,99990,1,,2301,,0,Y,Y,N,N,
102,133,0,12344555556666666,,1,,20220527000000,99990,0,,2301,,0,Y,Y,N,N,
103,134,1,202860,zoNHsQ3tXKTVly8w7KrG6XYLKNW2ZxXTj6hoXTvNZIE=,6,,20220527150137,99990,1,,2202,,1,N,N,N,N,
105,135,1,77000000526,haFdRNU4jKGzJ2EpiaCTIg==,2,,20220601162229,99990,1,,2201,,1,N,N,N,N,
107,137,1,990000006015,8g92v6qcf//g7KJcPP9fmQ==,2,,20220601000000,99990,0,,2201,,0,Y,Y,N,N,
107,137,0,88000000601,8g92v6qcf//g7KJcPP9fmQ==,1,,20220601000000,99990,1,,2301,,0,Y,Y,N,N,
109,140,0,888888,,4,,20220605000000,99990,0,,2405,,0,Y,Y,N,N,
110,141,0,999hazelB,,3,,20220606000000,99990,0,,22,,0,Y,Y,N,N,
113,144,1,770000000607,haFdRNU4jKGzJ2EpiaCTIg==,2,,20220607102520,haha000,1,,2201,,1,N,N,N,N,
115,146,1,880000000066,,2,,20220607000000,99990,0,,2201,,0,Y,Y,N,N,
115,146,0,770000000066,,1,,20220607000000,99990,1,,2301,,0,Y,Y,N,N,
116,147,0,000000001120,,15,,20220607212228,99990,1,,2306,,1,N,N,N,N,
117,148,0,123456,bOT+El5n+8qcpcUEUf6mKA==,4,,20220608000000,99990,0,,2405,,0,Y,Y,N,N,
118,149,0,1120,,1,,20220608163520,99990,1,,2301,,1,N,N,N,N,
121,152,3,CREDIThazelC,,1,,20220609000000,99990,0,,2301,,0,Y,Y,N,N,
110,153,3,CREDIThazelB,,3,,20220609000000,99990,0,,22,,0,Y,Y,N,N,
125,157,0,02-0273469-24,,18,,20220628000000,99990,0,,2501,,0,Y,Y,N,N,
126,158,0,02-0273469-24,,19,,20220627000000,99990,0,,2502,,0,Y,Y,N,N,
127,159,0,02-0273469-24,,20,,20220630000000,99990,0,,2503,,0,Y,Y,N,N,
128,160,3,202206271798,,5,,20220627000000,99990,0,,2302,,0,Y,Y,N,N,
129,161,0,test,,18,,20220628000000,99990,0,,2501,,0,Y,Y,N,N,
130,162,0,test,,18,,20220628000000,99990,0,,2501,,0,Y,Y,N,N,
131,163,0,test,,18,,20220628000000,99990,0,,2501,,0,Y,Y,N,N,
132,164,0,FIXAC-TEST-ACCTID,,9,,20220802000000,99990,0,,2401,,0,Y,Y,N,N,
133,165,0,000000006300,,1,,20220630000000,99990,1,,2301,,0,Y,Y,N,N,
134,166,3,20018505,WFZJ+N4N0QnupfsSpGyPcA==,16,,20220701000000,99990,0,,2403,,0,Y,Y,N,N,
135,167,3,20018505,Aps5Uu3FXwpr1hf+pgP8gA==,21,,20220701175713,99990,1,,2407,,1,N,N,N,N,
136,168,3,22978488,VQYyXylS4ANJ+PgeO+dVxg==,22,,20220915000000,99990,1,,2408,,0,Y,Y,N,N,
132,169,0,09222834,,9,,20220706000000,99990,0,,2401,,0,Y,Y,N,N,
137,170,3,02-0273469-24,,23,,20220706000000,99990,0,,2504,,0,Y,Y,N,N,
138,171,0,,,0,,20220707165221,99990,1,,,,1,N,N,N,N,
139,172,3,20018505,VTfF2XA7AkHEnoyzJ8yICQ==,24,,20220711175249,99990,1,,2410,,1,N,N,N,N,
140,173,2,4444,,31,,20220916000000,gscfskk,1,,2201,,1,N,N,N,N,
140,173,1,0000,,12,,20220712102034,99990,1,,3004,,1,N,N,N,N,
140,174,0,20220901,,29,,20220916000000,gscfskk,1,,2413,,1,N,N,N,N,
141,176,1,0001,,2,,20220712000000,99990,0,,2201,,0,Y,Y,N,N,
142,177,1,0712,,2,,20220718000000,99990,0,,2201,,0,Y,Y,N,N,
143,178,1,0718,,2,,20220718102636,99990,1,,2201,,1,N,N,N,N,
143,179,1,0718,,2,,20220718000000,99990,1,,2201,,0,Y,Y,N,N,
144,180,0,000020220718,mMzoGWuPW/quDtD97K5pzg==,9,,20220718000000,99990,0,,2401,,0,Y,Y,N,N,
146,182,3,000000220718,74rHzTnV+ETZTJbLz568Vg==,3,,20220728000000,99990,0,,22,,0,Y,Y,N,N,
147,183,3,000000220719,G17gQSm7Kh2jSXp0K3kfQg==,3,,20220718000000,99990,0,,22,,0,Y,Y,N,N,
148,184,0,000000890111,vnMglWmSFMZ8+N4Zd6kIug==,9,,20220718000000,99990,0,,2401,,0,Y,Y,N,N,
149,185,3,000000890112,xJg9TOQ/xthLxrOy8KB4Sw==,3,,20220718000000,99990,0,,22,,0,Y,Y,N,N,
150,186,3,000000890113,SbTPveSvJUvirG30pyvF/Q==,3,,20220718000000,99990,0,,22,,0,Y,Y,N,N,
151,187,0,2022071800001,,9,,20220718000000,99990,0,,2401,,0,Y,Y,N,N,
152,188,0,202207180002,,9,,20220718000000,99990,0,,2401,,0,Y,Y,N,N,
144,189,0,000020220719,,9,,20220718000000,99990,0,,2401,,0,Y,Y,N,N,
153,190,3,202207180003,,3,,20220718000000,99990,0,,22,,0,Y,Y,N,N,
154,191,3,202207180007,,3,,20220718000000,99990,0,,22,,0,Y,Y,N,N,
155,192,3,800190021025,T5abhfQaZV2Fa6MKGCDFxQ==,25,,20220718000000,99990,0,,2412,,0,Y,Y,N,N,
156,193,3,8009176777,kUnpAcDIlhFuwyX61sXLUQ==,11,,20220719000000,99990,0,,2406,,0,Y,Y,N,N,
157,194,3,12988881,zm2zhkZgQRCUby0aAOK3tw==,3,,20220719000000,99990,0,,2411,,0,Y,Y,N,N,
158,195,3,900200560,og1HLmkmWXD3YQLAi/Lb0g==,27,,20220719000000,99990,0,,2409,,0,Y,Y,N,N,
159,196,3,900020116,/itM2Y4Tj8wQlnv8Qs8jTg==,27,,20220719000000,99990,0,,2409,,0,Y,Y,N,N,
160,197,3,12988883,1NxI6nW1uH18m+M+cM9izw==,26,,20220720000000,99990,0,,2411,,0,Y,Y,N,N,
15,198,1,000000054322,,2,,20220721000000,99990,0,,2201,,0,Y,Y,N,N,
161,199,0,800000000721,Op0kkeRURWnrIz8dW2IKQw==,3,,20220721194834,99990,1,,22,,1,N,N,N,N,
162,200,0,900000000721,Op0kkeRURWnrIz8dW2IKQw==,1,,20220721195356,99990,1,,2301,,1,N,N,N,N,
163,201,3,000020220728,,3,,20220728000000,99990,1,,22,22,1,N,N,N,N,
164,202,3,000000220728,UpJoNFYOiCF6bPBAEsjhsA==,3,,20220728000000,99990,0,,22,,0,Y,Y,N,N,
165,203,3,000000220729,G17gQSm7Kh2jSXp0K3kfQg==,26,,20220728000000,99990,0,,2411,,0,Y,Y,N,N,
166,204,0,000020220728,QN4ytALKNBr621NudxgCtg==,9,,20220728000000,99990,0,,2401,,0,Y,Y,N,N,
167,205,0,00020220728,,9,,20220905000000,99990,0,,2401,,0,Y,Y,N,N,
168,206,0,000000220278,,9,,20220728000000,99990,0,,2401,,0,Y,Y,N,N,
169,207,0,770000000729,Op0kkeRURWnrIz8dW2IKQw==,3,,20220729103414,99990,1,,22,,1,N,N,N,N,
170,208,0,880000000729,Op0kkeRURWnrIz8dW2IKQw==,3,,20220729103901,99990,1,,22,,1,N,N,N,N,
171,209,0,990000000729,Op0kkeRURWnrIz8dW2IKQw==,1,,20220729104324,99990,1,,2301,,1,N,N,N,N,
172,210,0,000020220729,,9,,20220729000000,99990,0,,2401,,0,Y,Y,N,N,
173,211,3,000020220730,,28,,20220729000000,99990,0,,22,,0,Y,Y,N,N,
174,212,3,83997792,GDSSiGE4Qvtv6L4WdIku1w==,22,,20220915000000,99990,0,,2408,,0,Y,Y,N,N,
175,213,3,000000220730,fvpq9Xw8+vilJBZotF8wOg==,3,,20220729000000,99990,0,,22,,0,Y,Y,N,N,
175,214,3,000020220801,fvpq9Xw8+vilJBZotF8wOg==,3,,20220730000000,99990,0,,22,,0,Y,Y,N,N,
176,215,0,0050000845,UZi2j3ONNI8FKCJR0Nk/4A==,29,,20220802000000,99990,0,,2413,,0,Y,Y,N,N,
177,216,0,10012345,,1,,20220812000000,ZDzd1,1,,2301,2301,0,Y,Y,N,N,
179,218,0,123123,,9,,20220808000000,99990,0,,2401,,0,Y,Y,N,N,
180,219,3,123456,,28,,20220808000000,99990,0,,22,,0,Y,Y,N,N,
181,220,3,123789,,26,,20220808000000,99990,0,,2411,,0,Y,Y,N,N,
183,222,0,000020220810,,9,,20220810000000,99990,0,,2401,,0,Y,Y,N,N,
185,224,0,89962446,,1,,20220808000000,99990,0,,2301,,0,Y,Y,N,N,
186,226,3,202208041504,,1,,20220808000000,99990,0,,2301,,0,Y,Y,N,N,
188,229,0,20220808215219,,1,,20220808000000,99990,0,,2301,,0,Y,Y,N,N,
189,230,3,202208081526,,1,,20220808000000,99990,0,,2301,,0,Y,Y,N,N,
190,232,3,202208081532,,1,,20220808000000,99990,0,,2301,,0,Y,Y,N,N,
191,233,0,20228902,,9,,20220809000000,99990,1,,2401,,1,N,N,N,N,
192,234,3,000202208103,,3,,20220810000000,99990,1,,22,,0,Y,Y,N,N,
193,235,1,0808,,2,,20220809000000,99990,0,,2201,,0,Y,Y,N,N,
193,236,1,0808,,2,,20220809000000,99990,0,,2201,,0,Y,Y,N,N,
194,237,1,0809,,28,,20220809151714,99990,1,,22,,1,N,N,N,N,
194,238,1,0809,,28,,20220809000000,99990,1,,22,,0,Y,Y,N,N,
196,240,0,20220810,,1,,20220810000000,99990,0,,2301,,0,Y,Y,N,N,
197,241,3,20220811,,1,,20220810000000,99990,0,,2301,,0,Y,Y,N,N,
198,242,3,20220812,,1,,20220810000000,99990,0,,2301,,0,Y,Y,N,N,
199,243,0,9999999999,,1,,20220811000000,99990,1,,2301,2301,1,N,N,N,N,
199,244,0,9999999999,,1,,20220811000000,99990,1,,2301,2301,1,N,N,N,N,
200,245,0,000020220811,,9,,20220811000000,99990,0,,2401,,0,Y,Y,N,N,
201,246,0,000020220812,,9,,20220811000000,99990,0,,2401,,0,Y,Y,N,N,
202,247,0,000020220813,,9,,20220905000000,99990,0,,2401,,0,Y,Y,N,N,
203,248,0,000020220814,,9,,20220811000000,99990,0,,2401,,0,Y,Y,N,N,
204,249,3,000020220815,,28,,20220811000000,99990,0,,22,,0,Y,Y,N,N,
205,250,0,000020220816,,28,,20220811000000,99990,0,,22,,0,Y,Y,N,N,
206,251,3,000020220817,,28,,20220811000000,99990,0,,22,,0,Y,Y,N,N,
207,252,0,000020220818,,28,,20220811000000,99990,0,,22,,0,Y,Y,N,N,
208,253,3,000020220819,,28,,20220830000000,99990,0,,22,,0,Y,Y,N,N,
209,254,0,000020220820,,28,,20220811000000,99990,0,,22,,0,Y,Y,N,N,
210,255,3,000020220821,,28,,20220811000000,99990,0,,22,,0,Y,Y,N,N,
211,256,0,000020220822,,28,,20220811000000,99990,0,,22,,0,Y,Y,N,N,
212,257,3,000020220823,,1,,20220811000000,99990,0,,2301,,0,Y,Y,N,N,
213,258,0,000020220824,,1,,20220811000000,99990,0,,2301,,0,Y,Y,N,N,
214,259,0,81501,,9,,20220815000000,99990,0,,2401,,0,Y,Y,N,N,
215,260,3,81502,,28,,20220815000000,99990,0,,22,,0,Y,Y,N,N,
216,261,3,81503,,26,,20220815000000,99990,0,,2411,,0,Y,Y,N,N,
217,262,0,000020220815,xjcKJfJeQ/+e9eZ1FBpx0Q==,19,,20220815000000,99990,0,,2502,,0,Y,Y,N,N,
218,263,0,888820220815,yH7vO7yQ+ZPgJZihPZKtYg==,1,,20220815000000,99990,0,,2301,,0,Y,Y,N,N,
219,264,0,100020220815,4DUgqG9/yxXcdAjenKTOqA==,18,,20220815000000,99990,0,,2501,,0,Y,Y,N,N,
220,265,3,20012346,,3,,20220915000000,99990,1,,22,,1,N,N,N,N,
221,266,3,30012346,,1,,20220915000000,99990,1,,2301,,1,N,N,N,N,
223,268,0,0240000116,gMGzKOrPub96YKz38BHT6Q==,29,,20220819000000,99990,0,,2413,,0,Y,Y,N,N,
225,270,0,002022092701,MqTQvIbGiWNkaZpRNwawgQ==,5,,20220927000000,99990,0,,2302,,0,Y,Y,N,N,
226,271,3,30500531,,29,,20220820220546,99990,1,,2413,,1,N,N,N,N,
227,272,3,60500531,,9,,20220820221348,99990,1,,2401,,1,N,N,N,N,
229,274,0,10888609,FeHd7+Uv96AQH6IZqS0Ufg==,30,,20220920000000,99990,0,,2415,,0,Y,Y,N,N,
230,275,0,000020228201,,1,,20220823000000,99990,0,,2301,,0,Y,Y,N,N,
231,277,0,000000001159,,1,,20221011000000,99990,1,,2301,,0,Y,Y,N,N,
233,280,0,20220825001,,1,,20220825000000,99990,1,,2301,2301,1,N,N,N,N,
2,285,1,10500531,G+ah6zJ/hz9GSmZOS3KRjA==,2,,20220825000000,99990,1,,2201,,1,N,N,N,N,
2,286,1,10500531,G+ah6zJ/hz9GSmZOS3KRjA==,2,,20220825000000,99990,1,,2201,,1,N,N,N,N,
239,296,3,99900005,,9,,20220906000000,99990,0,,2401,,0,Y,Y,N,N,
239,297,3,99900004,Mf5+bzW/EC6f4Lb7QL8tlQ==,9,,20220906000000,99990,0,,2401,,0,Y,Y,N,N,
240,298,3,88800004,5STXCKHIAbU601xgefrL9Q==,28,,20220906000000,99990,1,,22,,0,Y,Y,N,N,
241,299,3,66600002,tCBw0VBah2ZfySbnFk90rg==,1,,20220906000000,99990,1,,2301,,0,Y,Y,N,N,
242,300,0,20220830,,1,,20220829000000,99990,0,,2301,,0,Y,Y,N,N,
243,301,0,20220831,,1,,20221011000000,99990,0,,2301,,0,Y,Y,N,N,
242,303,0,20220832,,1,,20220829000000,99990,0,,2301,,0,Y,Y,N,N,
242,304,0,20220833,,1,,20220829000000,99990,1,,2301,,0,Y,Y,N,N,
245,305,0,202200001158,,1,,20221011000000,99990,1,,2301,,0,Y,Y,N,N,
231,306,0,000000001158,,2,,20220829000000,99990,1,,2901,2901,1,N,N,N,N,
